Atm;ProcessDate;Withdrawal
ATM5;2018-07-24;58200
ATM5;2018-07-25;30760
ATM5;2018-07-26;43290
ATM5;2018-07-27;46860
ATM5;2018-07-28;53990
ATM5;2018-07-29;50670
ATM5;2018-07-30;17760
ATM5;2018-07-31;21630
ATM5;2018-08-01;41820
ATM5;2018-08-02;41230
ATM5;2018-08-03;55040
ATM5;2018-08-04;54200
ATM5;2018-08-05;43170
ATM5;2018-08-06;44990
ATM5;2018-08-07;36570
ATM5;2018-08-08;39820
ATM5;2018-08-09;44710
ATM5;2018-08-10;73080
ATM5;2018-08-11;48350
ATM5;2018-08-12;47420
ATM5;2018-08-13;36120
ATM5;2018-08-14;36780
ATM5;2018-08-15;40760
ATM5;2018-08-16;39730
ATM5;2018-08-17;39750
ATM5;2018-08-18;49130
ATM5;2018-08-19;29120
ATM5;2018-08-20;27930
ATM5;2018-08-21;34620
ATM5;2018-08-22;24630
ATM5;2018-08-23;19260
ATM5;2018-08-24;33660
ATM5;2018-08-25;19550
ATM5;2018-08-26;14610
ATM5;2018-08-27;18620
ATM5;2018-08-28;12670
ATM5;2018-08-29;12480
ATM5;2018-08-30;15900
ATM5;2018-08-31;17180
ATM5;2018-09-01;18240
ATM5;2018-09-02;14460
ATM5;2018-09-03;27280
ATM5;2018-09-04;18210
ATM5;2018-09-05;18020
ATM5;2018-09-06;14120
ATM5;2018-09-07;22960
ATM5;2018-09-08;22130
ATM5;2018-09-09;16270
ATM5;2018-09-10;17070
ATM5;2018-09-11;13140
ATM5;2018-09-12;11340
ATM5;2018-09-13;13310
ATM5;2018-09-14;17100
ATM5;2018-09-15;12000
ATM5;2018-09-16;12460
ATM5;2018-09-17;11060
ATM5;2018-09-18;20930
ATM5;2018-09-19;16360
ATM5;2018-09-20;14700
ATM5;2018-09-21;11760
ATM5;2018-09-22;14670
ATM5;2018-09-23;7650
ATM5;2018-09-24;9860
ATM5;2018-09-25;13580
ATM5;2018-09-26;8320
ATM5;2018-09-27;9710
ATM5;2018-09-28;15170
ATM5;2018-09-29;10500
ATM5;2018-09-30;9410
ATM5;2018-10-01;11180
ATM5;2018-10-02;13470
ATM5;2018-10-03;13470
ATM5;2018-10-04;7520
ATM5;2018-10-05;9170
ATM5;2018-10-06;11300
ATM5;2018-10-07;7390
ATM5;2018-10-08;8360
ATM5;2018-10-09;12710
ATM5;2018-10-10;10190
ATM5;2018-10-11;12180
ATM5;2018-10-12;9050
ATM5;2018-10-13;10080
ATM5;2018-10-14;7430
ATM5;2018-10-15;11540
ATM5;2018-10-16;13750
ATM5;2018-10-17;12910
ATM5;2018-10-18;7360
ATM5;2018-10-19;7590
ATM5;2018-10-20;12220
ATM5;2018-10-21;5950
ATM5;2018-10-22;16060
ATM5;2018-10-23;8860
ATM5;2018-10-24;10460
ATM5;2018-10-25;3920
ATM5;2018-10-26;5140
ATM5;2018-10-27;9200
ATM5;2018-10-28;3200
ATM5;2018-10-29;8840
ATM5;2018-10-30;8830
ATM5;2018-10-31;9230
ATM5;2018-11-01;7020
ATM5;2018-11-02;6890
ATM5;2018-11-03;5420
ATM5;2018-11-04;1430
ATM5;2018-11-05;8340
ATM5;2018-11-06;8730
ATM5;2018-11-07;4140
ATM5;2018-11-08;9280
ATM5;2018-11-09;11410
ATM5;2018-11-10;5000
ATM5;2018-11-11;4170
ATM5;2018-11-12;7390
ATM5;2018-11-13;4320
ATM5;2018-11-14;9200
ATM5;2018-11-15;4540
ATM5;2018-11-16;7840
ATM5;2018-11-17;6850
ATM5;2018-11-18;2200
ATM5;2018-11-19;6260
ATM5;2018-11-20;6970
ATM5;2018-11-21;3700
ATM5;2018-11-22;3530
ATM5;2018-11-23;5400
ATM5;2018-11-24;5020
ATM5;2018-11-25;4360
ATM5;2018-11-26;4590
ATM5;2018-11-27;2880
ATM5;2018-11-28;4520
ATM5;2018-11-29;6000
ATM5;2018-11-30;5600
ATM5;2018-12-01;6120
ATM5;2018-12-02;1250
ATM5;2018-12-03;9520
ATM5;2018-12-04;11500
ATM5;2018-12-05;3440
ATM5;2018-12-06;4730
ATM5;2018-12-07;2830
ATM5;2018-12-08;4130
ATM5;2018-12-09;300
ATM5;2018-12-10;7940
ATM5;2018-12-11;8450
ATM5;2018-12-12;5730
ATM5;2018-12-13;5310
ATM5;2018-12-14;14150
ATM5;2018-12-15;8800
ATM5;2018-12-16;600
ATM5;2018-12-17;6670
ATM5;2018-12-18;4610
ATM5;2018-12-19;5550
ATM5;2018-12-20;3920
ATM5;2018-12-21;12310
ATM5;2018-12-22;11720
ATM5;2018-12-23;5000
ATM5;2018-12-24;3760
ATM5;2018-12-25;1270
ATM5;2018-12-26;3100
ATM5;2018-12-27;5740
ATM5;2018-12-28;4440
ATM5;2018-12-29;6030
ATM5;2018-12-30;5770
ATM5;2018-12-31;3440
ATM5;2019-01-01;1700
ATM5;2019-01-02;2690
ATM5;2019-01-03;8130
ATM5;2019-01-04;3750
ATM5;2019-01-05;2780
ATM5;2019-01-06;2540
ATM5;2019-01-07;5140
ATM5;2019-01-08;7510
ATM5;2019-01-09;2510
ATM5;2019-01-10;4510
ATM5;2019-01-11;6110
ATM5;2019-01-12;5130
ATM5;2019-01-13;1600
ATM5;2019-01-14;6760
ATM5;2019-01-15;6680
ATM5;2019-01-16;7510
ATM5;2019-01-17;3860
ATM5;2019-01-18;8720
ATM5;2019-01-19;2200
ATM5;2019-01-20;2750
ATM5;2019-01-21;6250
ATM5;2019-01-22;4710
ATM5;2019-01-23;3870
ATM5;2019-01-24;5630
ATM5;2019-01-25;6050
ATM5;2019-01-26;740
ATM5;2019-01-27;2510
ATM5;2019-01-28;6530
ATM5;2019-01-29;4350
ATM5;2019-01-30;10050
ATM5;2019-01-31;4220
ATM5;2019-02-01;8510
ATM5;2019-02-02;3370
ATM5;2019-02-03;1800
ATM5;2019-02-04;5770
ATM5;2019-02-05;6480
ATM5;2019-02-06;8820
ATM5;2019-02-07;3740
ATM5;2019-02-08;14960
ATM5;2019-02-09;3250
ATM5;2019-02-10;6150
ATM5;2019-02-11;8810
ATM5;2019-02-12;10150
ATM5;2019-02-13;11650
ATM5;2019-02-14;7380
ATM5;2019-02-15;11400
ATM5;2019-02-16;8900
ATM5;2019-02-17;8990
ATM5;2019-02-18;7870
ATM5;2019-02-19;5260
ATM5;2019-02-20;8070
ATM5;2019-02-21;8470
ATM5;2019-02-22;21940
ATM5;2019-02-23;80
ATM5;2019-02-24;980
ATM5;2019-02-25;17320
ATM5;2019-02-26;5380
ATM5;2019-02-27;5840
ATM5;2019-02-28;8740
ATM5;2019-03-01;13400
ATM5;2019-03-02;4610
ATM5;2019-03-03;2310
ATM5;2019-03-04;10590
ATM5;2019-03-05;3950
ATM5;2019-03-06;13430
ATM5;2019-03-07;10980
ATM5;2019-03-08;12500
ATM5;2019-03-09;2500
ATM5;2019-03-10;5730
ATM5;2019-03-11;7590
ATM5;2019-03-12;5830
ATM5;2019-03-13;5170
ATM5;2019-03-14;5810
ATM5;2019-03-15;10220
ATM5;2019-03-16;4600
ATM5;2019-03-17;1840
ATM5;2019-03-18;8370
ATM5;2019-03-19;7900
ATM5;2019-03-20;15030
ATM5;2019-03-21;5650
ATM5;2019-03-22;11310
ATM5;2019-03-23;9450
ATM5;2019-03-24;2590
ATM5;2019-03-25;5250
ATM5;2019-03-26;10930
ATM5;2019-03-27;6110
ATM5;2019-03-28;8840
ATM5;2019-03-29;11210
ATM5;2019-03-30;7710
ATM5;2019-03-31;2740
ATM5;2019-04-01;14810
ATM5;2019-04-02;5270
ATM5;2019-04-03;8250
ATM5;2019-04-04;9980
ATM5;2019-04-05;15830
ATM5;2019-04-06;8420
ATM5;2019-04-07;6820
ATM5;2019-04-08;7770
ATM5;2019-04-09;12060
ATM5;2019-04-10;4820
ATM5;2019-04-11;4050
ATM5;2019-04-12;12340
ATM5;2019-04-13;17190
ATM5;2019-04-14;5960
ATM5;2019-04-15;16780
ATM5;2019-04-16;11230
ATM5;2019-04-17;8640
ATM5;2019-04-18;9130
ATM5;2019-04-19;18970
ATM5;2019-04-20;10120
ATM5;2019-04-21;2270
ATM5;2019-04-22;3940
ATM5;2019-04-23;11920
ATM5;2019-04-24;9960
ATM5;2019-04-25;14640
ATM5;2019-04-26;6860
ATM5;2019-04-27;7630
ATM5;2019-04-28;7700
ATM5;2019-04-29;13140
ATM5;2019-04-30;14090
ATM5;2019-05-01;12240
ATM5;2019-05-02;15210
ATM5;2019-05-03;15790
ATM5;2019-05-04;9610
ATM5;2019-05-05;2740
ATM5;2019-05-06;9150
ATM5;2019-05-07;5060
ATM5;2019-05-08;6150
ATM5;2019-05-09;6670
ATM5;2019-05-10;12230
ATM5;2019-05-11;16740
ATM5;2019-05-12;10610
ATM5;2019-05-13;7820
ATM5;2019-05-14;12810
ATM5;2019-05-15;12760
ATM5;2019-05-16;6470
ATM5;2019-05-17;10650
ATM5;2019-05-18;8310
ATM5;2019-05-19;5690
ATM5;2019-05-20;12490
ATM5;2019-05-21;6640
ATM5;2019-05-22;6770
ATM5;2019-05-23;25290
ATM5;2019-05-24;14210
ATM5;2019-05-25;23350
ATM5;2019-05-26;11690
ATM5;2019-05-27;4740
ATM5;2019-05-28;10500
ATM5;2019-05-29;5720
ATM5;2019-05-30;19630
ATM5;2019-05-31;17000
ATM5;2019-06-01;22430
ATM5;2019-06-02;9320
ATM5;2019-06-03;14660
ATM5;2019-06-04;8200
ATM5;2019-06-05;24040
ATM5;2019-06-06;7930
ATM5;2019-06-07;39850
ATM5;2019-06-08;20880
ATM5;2019-06-09;19170
ATM5;2019-06-10;15620
ATM5;2019-06-11;19200
ATM5;2019-06-12;9580
ATM5;2019-06-13;14970
ATM5;2019-06-14;18860
ATM5;2019-06-15;14930
ATM5;2019-06-16;12810
ATM5;2019-06-17;12550
ATM5;2019-06-18;15120
ATM5;2019-06-19;20800
ATM5;2019-06-20;21090
ATM5;2019-06-21;11080
ATM5;2019-06-22;24260
ATM5;2019-06-23;9410
ATM5;2019-06-24;13200
ATM5;2019-06-25;20950
ATM5;2019-06-26;23270
ATM5;2019-06-27;23400
ATM5;2019-06-28;33850
ATM5;2019-06-29;27180
ATM5;2019-06-30;23370
ATM5;2019-07-01;28240
ATM5;2019-07-02;30190
ATM5;2019-07-03;15200
ATM5;2019-07-04;20820
ATM5;2019-07-05;19490
ATM5;2019-07-06;25170
ATM5;2019-07-07;20270
ATM5;2019-07-08;18760
ATM5;2019-07-09;33450
ATM5;2019-07-10;22860
ATM5;2019-07-11;22090
ATM5;2019-07-12;29940
ATM5;2019-07-14;24500
ATM5;2019-07-15;34700
ATM5;2019-07-16;20100
ATM5;2019-07-17;22590
ATM5;2019-07-18;24720
ATM5;2019-07-19;34830
ATM5;2019-07-20;47500
ATM5;2019-07-21;37650
ATM5;2019-07-22;39330
ATM5;2019-07-23;34800
ATM5;2019-07-24;38850
ATM5;2019-07-25;29850
ATM5;2019-07-26;40150
ATM5;2019-07-27;39710
ATM5;2019-07-28;23760
ATM5;2019-07-29;40440
ATM5;2019-07-30;43470
ATM5;2019-07-31;26470
ATM5;2019-08-01;31800
ATM5;2019-08-02;31080
ATM5;2019-08-03;33860
ATM5;2019-08-04;31830
ATM5;2019-08-05;40640
ATM5;2019-08-06;26980
ATM5;2019-08-07;26660
ATM5;2019-08-08;34870
ATM5;2019-08-09;34890
ATM5;2019-08-10;24810
ATM5;2019-08-11;29910
ATM5;2019-08-12;32250
ATM5;2019-08-13;29280
ATM5;2019-08-14;24770
ATM5;2019-08-15;22700
ATM5;2019-08-16;17310
ATM5;2019-08-17;27650
ATM5;2019-08-18;29640
ATM5;2019-08-19;16400
ATM5;2019-08-20;20310
ATM5;2019-08-21;15530
ATM5;2019-08-22;16040
ATM5;2019-08-23;26840
ATM5;2019-08-24;28630
ATM5;2019-08-25;26190
ATM5;2019-08-26;19190
ATM5;2019-08-27;10520
ATM5;2019-08-28;14980
ATM5;2019-08-29;21290
ATM5;2019-08-30;19950
ATM5;2019-08-31;24150
ATM5;2019-09-01;10510
ATM5;2019-09-02;19750
ATM5;2019-09-03;9560
ATM5;2019-09-04;9750
ATM5;2019-09-05;15060
ATM5;2019-09-06;8620
ATM5;2019-09-07;6210
ATM5;2019-09-08;11240
ATM5;2019-09-09;10320
ATM5;2019-09-10;6620
ATM5;2019-09-11;12310
ATM5;2019-09-12;12890
ATM5;2019-09-13;20860
ATM5;2019-09-14;9540
ATM5;2019-09-15;12870
ATM5;2019-09-16;13390
ATM5;2019-09-17;12710
ATM5;2019-09-18;7220
ATM5;2019-09-19;3430
ATM5;2019-09-20;19800
ATM5;2019-09-21;13820
ATM5;2019-09-22;9400
ATM5;2019-09-23;13530
ATM5;2019-09-24;16610
ATM5;2019-09-25;14460
ATM5;2019-09-26;10760
ATM5;2019-09-27;7630
ATM5;2019-09-28;7430
ATM5;2019-09-29;970
ATM5;2019-09-30;8310
ATM5;2019-10-01;6950
ATM5;2019-10-02;6960
ATM5;2019-10-03;26770
ATM5;2019-10-04;9640
ATM5;2019-10-05;10390
ATM5;2019-10-06;3410
ATM5;2019-10-07;14220
ATM5;2019-10-08;9600
ATM5;2019-10-09;14320
ATM5;2019-10-10;11830
ATM5;2019-10-11;15140
ATM5;2019-10-12;6650
ATM5;2019-10-13;7810
ATM5;2019-10-14;11290
ATM5;2019-10-15;15340
ATM5;2019-10-16;7040
ATM5;2019-10-17;6600
ATM5;2019-10-18;11980
ATM5;2019-10-19;9700
ATM5;2019-10-20;6240
ATM5;2019-10-21;7320
ATM5;2019-10-22;13470
ATM5;2019-10-23;2820
ATM5;2019-10-24;5900
ATM5;2019-10-25;11290
ATM5;2019-10-26;2620
ATM5;2019-10-27;1600
ATM5;2019-10-28;12450
ATM5;2019-10-29;6600
ATM5;2019-10-30;3990
ATM5;2019-10-31;8040
ATM6;2017-01-01;1400
ATM6;2017-01-02;31120
ATM6;2017-01-03;41870
ATM6;2017-01-04;37180
ATM6;2017-01-05;40280
ATM6;2017-01-06;4030
ATM6;2017-01-07;34020
ATM6;2017-01-08;25500
ATM6;2017-01-09;44580
ATM6;2017-01-10;40080
ATM6;2017-01-11;40650
ATM6;2017-01-12;41680
ATM6;2017-01-13;30680
ATM6;2017-01-14;28170
ATM6;2017-01-15;3950
ATM6;2017-01-16;30900
ATM6;2017-01-17;21810
ATM6;2017-01-18;27540
ATM6;2017-01-19;21410
ATM6;2017-01-20;38910
ATM6;2017-01-21;16670
ATM6;2017-01-22;10100
ATM6;2017-01-23;40790
ATM6;2017-01-24;24100
ATM6;2017-01-25;29920
ATM6;2017-01-26;28310
ATM6;2017-01-27;46030
ATM6;2017-01-28;38780
ATM6;2017-01-29;6580
ATM6;2017-01-30;38740
ATM6;2017-01-31;32990
ATM6;2017-02-01;44590
ATM6;2017-02-02;27760
ATM6;2017-02-03;44520
ATM6;2017-02-04;33650
ATM6;2017-02-05;10900
ATM6;2017-02-06;28050
ATM6;2017-02-07;33370
ATM6;2017-02-08;31180
ATM6;2017-02-09;30430
ATM6;2017-02-10;62230
ATM6;2017-02-11;35390
ATM6;2017-02-12;4420
ATM6;2017-02-13;46550
ATM6;2017-02-14;27290
ATM6;2017-02-15;26410
ATM6;2017-02-16;27970
ATM6;2017-02-17;33580
ATM6;2017-02-18;26870
ATM6;2017-02-19;7530
ATM6;2017-02-20;18630
ATM6;2017-02-21;20290
ATM6;2017-02-22;13080
ATM6;2017-02-23;48550
ATM6;2017-02-24;46550
ATM6;2017-02-25;33430
ATM6;2017-02-26;3900
ATM6;2017-02-27;38560
ATM6;2017-02-28;62190
ATM6;2017-03-01;43450
ATM6;2017-03-02;31080
ATM6;2017-03-03;49410
ATM6;2017-03-04;24540
ATM6;2017-03-05;10470
ATM6;2017-03-06;38560
ATM6;2017-03-07;35420
ATM6;2017-03-08;33650
ATM6;2017-03-09;33790
ATM6;2017-03-10;64040
ATM6;2017-03-11;30480
ATM6;2017-03-12;17420
ATM6;2017-03-13;37290
ATM6;2017-03-14;26070
ATM6;2017-03-15;37750
ATM6;2017-03-16;30530
ATM6;2017-03-17;34180
ATM6;2017-03-18;22940
ATM6;2017-03-19;8650
ATM6;2017-03-20;31360
ATM6;2017-03-21;22530
ATM6;2017-03-22;29170
ATM6;2017-03-23;18170
ATM6;2017-03-24;30830
ATM6;2017-03-25;26080
ATM6;2017-03-26;7710
ATM6;2017-03-27;39440
ATM6;2017-03-28;33990
ATM6;2017-03-29;48780
ATM6;2017-03-30;32850
ATM6;2017-03-31;60280
ATM6;2017-04-01;29480
ATM6;2017-04-02;5310
ATM6;2017-04-03;51330
ATM6;2017-04-04;39250
ATM6;2017-04-05;39340
ATM6;2017-04-06;37130
ATM6;2017-04-07;43900
ATM6;2017-04-08;33900
ATM6;2017-04-09;12080
ATM6;2017-04-10;67130
ATM6;2017-04-11;42100
ATM6;2017-04-12;45920
ATM6;2017-04-13;55030
ATM6;2017-04-14;65170
ATM6;2017-04-15;28870
ATM6;2017-04-16;2900
ATM6;2017-04-17;3650
ATM6;2017-04-18;25120
ATM6;2017-04-19;28870
ATM6;2017-04-20;40170
ATM6;2017-04-21;29230
ATM6;2017-04-22;41630
ATM6;2017-04-23;5840
ATM6;2017-04-24;30740
ATM6;2017-04-25;25270
ATM6;2017-04-26;32050
ATM6;2017-04-27;27590
ATM6;2017-04-28;55530
ATM6;2017-04-29;46010
ATM6;2017-04-30;7380
ATM6;2017-05-01;3800
ATM6;2017-05-02;28900
ATM6;2017-05-03;8830
ATM6;2017-05-04;63920
ATM6;2017-05-05;39800
ATM6;2017-05-06;43190
ATM6;2017-05-07;11630
ATM6;2017-05-08;45300
ATM6;2017-05-09;36480
ATM6;2017-05-10;65360
ATM6;2017-05-11;36580
ATM6;2017-05-12;73480
ATM6;2017-05-13;60940
ATM6;2017-05-14;16770
ATM6;2017-05-15;12580
ATM6;2017-05-16;38860
ATM6;2017-05-17;39540
ATM6;2017-05-18;35140
ATM6;2017-05-19;41190
ATM6;2017-05-20;38140
ATM6;2017-05-21;7910
ATM6;2017-05-22;32120
ATM6;2017-05-23;28010
ATM6;2017-05-24;23380
ATM6;2017-05-25;24900
ATM6;2017-05-26;47490
ATM6;2017-05-27;31760
ATM6;2017-05-28;7520
ATM6;2017-05-29;42900
ATM6;2017-05-30;51130
ATM6;2017-05-31;51910
ATM6;2017-06-01;33970
ATM6;2017-06-02;49220
ATM6;2017-06-03;35830
ATM6;2017-06-04;7180
ATM6;2017-06-05;38880
ATM6;2017-06-06;28860
ATM6;2017-06-07;32540
ATM6;2017-06-08;33520
ATM6;2017-06-09;45620
ATM6;2017-06-10;47620
ATM6;2017-06-11;18980
ATM6;2017-06-12;46250
ATM6;2017-06-13;34790
ATM6;2017-06-14;45060
ATM6;2017-06-15;5860
ATM6;2017-06-16;27970
ATM6;2017-06-17;31300
ATM6;2017-06-18;7320
ATM6;2017-06-19;56130
ATM6;2017-06-20;37980
ATM6;2017-06-21;14340
ATM6;2017-06-22;34870
ATM6;2017-06-23;40490
ATM6;2017-06-24;27640
ATM6;2017-06-25;3560
ATM6;2017-06-26;33570
ATM6;2017-06-27;32920
ATM6;2017-06-28;57410
ATM6;2017-06-29;22290
ATM6;2017-06-30;55970
ATM6;2017-07-01;43380
ATM6;2017-07-02;10290
ATM6;2017-07-03;67510
ATM6;2017-07-04;56390
ATM6;2017-07-05;25080
ATM6;2017-07-06;39670
ATM6;2017-07-07;48140
ATM6;2017-07-08;38690
ATM6;2017-07-09;7800
ATM6;2017-07-10;53460
ATM6;2017-07-11;34730
ATM6;2017-07-12;33250
ATM6;2017-07-13;35370
ATM6;2017-07-14;36970
ATM6;2017-07-15;33760
ATM6;2017-07-16;6380
ATM6;2017-07-17;33350
ATM6;2017-07-18;38690
ATM6;2017-07-19;35070
ATM6;2017-07-20;35070
ATM6;2017-07-21;32280
ATM6;2017-07-22;27660
ATM6;2017-07-23;7280
ATM6;2017-07-24;24710
ATM6;2017-07-25;25790
ATM6;2017-07-26;38280
ATM6;2017-07-27;48550
ATM6;2017-07-28;45370
ATM6;2017-07-29;49390
ATM6;2017-07-30;28420
ATM6;2017-07-31;36660
ATM6;2017-08-01;55770
ATM6;2017-08-02;52070
ATM6;2017-08-03;54970
ATM6;2017-08-04;22350
ATM6;2017-08-05;32150
ATM6;2017-08-06;7210
ATM6;2017-08-07;38580
ATM6;2017-08-08;40050
ATM6;2017-08-09;36920
ATM6;2017-08-10;50190
ATM6;2017-08-11;40350
ATM6;2017-08-12;32190
ATM6;2017-08-13;10000
ATM6;2017-08-14;41970
ATM6;2017-08-15;5470
ATM6;2017-08-16;41840
ATM6;2017-08-17;51400
ATM6;2017-08-18;58440
ATM6;2017-08-19;36100
ATM6;2017-08-20;6030
ATM6;2017-08-21;38160
ATM6;2017-08-22;33900
ATM6;2017-08-23;23060
ATM6;2017-08-24;37090
ATM6;2017-08-25;49000
ATM6;2017-08-26;36070
ATM6;2017-08-27;9210
ATM6;2017-08-28;31600
ATM6;2017-08-29;34660
ATM6;2017-08-30;30380
ATM6;2017-08-31;51020
ATM6;2017-09-01;57900
ATM6;2017-09-02;44080
ATM6;2017-09-03;7780
ATM6;2017-09-04;43780
ATM6;2017-09-05;41240
ATM6;2017-09-06;48510
ATM6;2017-09-07;49620
ATM6;2017-09-08;56480
ATM6;2017-09-09;40100
ATM6;2017-09-10;10800
ATM6;2017-09-11;47170
ATM6;2017-09-12;20130
ATM6;2017-09-13;34670
ATM6;2017-09-14;34630
ATM6;2017-09-15;47370
ATM6;2017-09-16;27800
ATM6;2017-09-17;5830
ATM6;2017-09-18;25850
ATM6;2017-09-19;30270
ATM6;2017-09-20;22040
ATM6;2017-09-21;19300
ATM6;2017-09-22;30460
ATM6;2017-09-23;26530
ATM6;2017-09-24;2680
ATM6;2017-09-25;36960
ATM6;2017-09-26;42000
ATM6;2017-09-27;42250
ATM6;2017-09-28;63380
ATM6;2017-09-29;52660
ATM6;2017-09-30;46720
ATM6;2017-10-01;9990
ATM6;2017-10-02;55390
ATM6;2017-10-03;46030
ATM6;2017-10-04;31740
ATM6;2017-10-05;33800
ATM6;2017-10-06;32850
ATM6;2017-10-07;33140
ATM6;2017-10-08;6120
ATM6;2017-10-09;36490
ATM6;2017-10-10;64120
ATM6;2017-10-11;32130
ATM6;2017-10-12;46690
ATM6;2017-10-13;43070
ATM6;2017-10-14;38700
ATM6;2017-10-15;9030
ATM6;2017-10-16;36130
ATM6;2017-10-17;24280
ATM6;2017-10-18;19070
ATM6;2017-10-19;38800
ATM6;2017-10-20;42850
ATM6;2017-10-21;34090
ATM6;2017-10-22;23630
ATM6;2017-10-23;36450
ATM6;2017-10-24;28760
ATM6;2017-10-25;34500
ATM6;2017-10-26;51180
ATM6;2017-10-27;43890
ATM6;2017-10-28;32630
ATM6;2017-10-29;10730
ATM6;2017-10-30;36570
ATM6;2017-10-31;53740
ATM6;2017-11-01;5890
ATM6;2017-11-02;47940
ATM6;2017-11-03;47300
ATM6;2017-11-04;43750
ATM6;2017-11-05;22950
ATM6;2017-11-06;45700
ATM6;2017-11-07;37350
ATM6;2017-11-08;36920
ATM6;2017-11-09;40800
ATM6;2017-11-10;69800
ATM6;2017-11-11;40380
ATM6;2017-11-12;18560
ATM6;2017-11-13;30300
ATM6;2017-11-14;34390
ATM6;2017-11-15;33230
ATM6;2017-11-16;34700
ATM6;2017-11-17;36220
ATM6;2017-11-18;29810
ATM6;2017-11-19;8610
ATM6;2017-11-20;36440
ATM6;2017-11-21;35490
ATM6;2017-11-22;17430
ATM6;2017-11-23;24920
ATM6;2017-11-24;34630
ATM6;2017-11-25;26580
ATM6;2017-11-26;9490
ATM6;2017-11-27;32360
ATM6;2017-11-28;35600
ATM6;2017-11-29;40000
ATM6;2017-11-30;41690
ATM6;2017-12-01;72310
ATM6;2017-12-02;35770
ATM6;2017-12-03;7130
ATM6;2017-12-04;44720
ATM6;2017-12-05;42650
ATM6;2017-12-06;30950
ATM6;2017-12-07;29740
ATM6;2017-12-08;46330
ATM6;2017-12-09;33790
ATM6;2017-12-10;12810
ATM6;2017-12-11;36810
ATM6;2017-12-12;25020
ATM6;2017-12-13;37540
ATM6;2017-12-14;28820
ATM6;2017-12-15;41130
ATM6;2017-12-16;36070
ATM6;2017-12-18;6740
ATM6;2017-12-19;37020
ATM6;2017-12-20;50550
ATM6;2017-12-21;52610
ATM6;2017-12-22;48430
ATM6;2017-12-23;40060
ATM6;2017-12-24;7630
ATM6;2017-12-25;4290
ATM6;2017-12-26;2140
ATM6;2017-12-27;19910
ATM6;2017-12-28;29550
ATM6;2017-12-29;29300
ATM6;2017-12-30;43830
ATM6;2017-12-31;9460
ATM6;2018-01-02;33670
ATM6;2018-01-03;31500
ATM6;2018-01-04;25380
ATM6;2018-01-05;41630
ATM6;2018-01-06;10100
ATM6;2018-01-07;6560
ATM6;2018-01-08;33680
ATM6;2018-01-09;37450
ATM6;2018-01-10;43820
ATM6;2018-01-11;44950
ATM6;2018-01-12;30200
ATM6;2018-01-13;32350
ATM6;2018-01-14;11230
ATM6;2018-01-15;28280
ATM6;2018-01-16;30620
ATM6;2018-01-17;23520
ATM6;2018-01-18;24140
ATM6;2018-01-19;31590
ATM6;2018-01-20;24870
ATM6;2018-01-21;17540
ATM6;2018-01-22;25680
ATM6;2018-01-23;19110
ATM6;2018-01-24;26100
ATM6;2018-01-25;22860
ATM6;2018-01-26;30270
ATM6;2018-01-27;42410
ATM6;2018-01-28;5360
ATM6;2018-01-29;38190
ATM6;2018-01-30;37800
ATM6;2018-01-31;37070
ATM6;2018-02-01;44530
ATM6;2018-02-02;62700
ATM6;2018-02-03;34640
ATM6;2018-02-04;5450
ATM6;2018-02-05;22260
ATM6;2018-02-06;25510
ATM6;2018-02-07;19860
ATM6;2018-02-08;36700
ATM6;2018-02-09;53520
ATM6;2018-02-10;34490
ATM6;2018-02-11;3960
ATM6;2018-02-12;44060
ATM6;2018-02-13;39790
ATM6;2018-02-14;24350
ATM6;2018-02-15;29050
ATM6;2018-02-16;34740
ATM6;2018-02-17;26950
ATM6;2018-02-18;7590
ATM6;2018-02-19;42660
ATM6;2018-02-20;32330
ATM6;2018-02-21;26670
ATM6;2018-02-22;26650
ATM6;2018-02-23;31480
ATM6;2018-02-24;22870
ATM6;2018-02-25;5310
ATM6;2018-02-26;28230
ATM6;2018-02-27;34400
ATM6;2018-02-28;46190
ATM6;2018-03-01;53410
ATM6;2018-03-02;31770
ATM6;2018-03-03;32020
ATM6;2018-03-04;5910
ATM6;2018-03-05;38000
ATM6;2018-03-06;25730
ATM6;2018-03-07;32280
ATM6;2018-03-08;34980
ATM6;2018-03-09;57880
ATM6;2018-03-10;36790
ATM6;2018-03-11;9390
ATM6;2018-03-12;43320
ATM6;2018-03-13;40140
ATM6;2018-03-14;25110
ATM6;2018-03-15;36130
ATM6;2018-03-16;44270
ATM6;2018-03-17;26230
ATM6;2018-03-18;8920
ATM6;2018-03-19;21620
ATM6;2018-03-20;26040
ATM6;2018-03-21;34600
ATM6;2018-03-22;31870
ATM6;2018-03-23;40550
ATM6;2018-03-24;31640
ATM6;2018-03-25;11330
ATM6;2018-03-26;39050
ATM6;2018-03-27;39090
ATM6;2018-03-28;48390
ATM6;2018-03-29;47880
ATM6;2018-03-30;69290
ATM6;2018-03-31;26110
ATM6;2018-04-01;3750
ATM6;2018-04-02;4730
ATM6;2018-04-03;35290
ATM6;2018-04-04;51150
ATM6;2018-04-05;36310
ATM6;2018-04-06;34240
ATM6;2018-04-07;44320
ATM6;2018-04-08;6600
ATM6;2018-04-09;43690
ATM6;2018-04-10;54290
ATM6;2018-04-11;47080
ATM6;2018-04-12;30800
ATM6;2018-04-13;34900
ATM6;2018-04-14;37800
ATM6;2018-04-15;7410
